id,predicted
./image_dev/develop03906.jpg,1 0
./image_dev/develop06073.jpg,0 1
./image_dev/develop01952.jpg,1 0
./image_dev/develop00104.jpg,0 1
./image_dev/develop00243.jpg,1 0
./image_dev/develop02899.jpg,0 1
./image_dev/develop01453.jpg,0 1
./image_dev/develop04448.jpg,0 1
./image_dev/develop02636.jpg,0 1
./image_dev/develop00200.jpg,0 1
./image_dev/develop02578.jpg,1 0
./image_dev/develop00714.jpg,0 1
./image_dev/develop00242.jpg,1 0
./image_dev/develop06328.jpg,0 1
./image_dev/develop03720.jpg,0 1
./image_dev/develop06212.jpg,0 1
./image_dev/develop04655.jpg,0 1
./image_dev/develop03788.jpg,0 1
./image_dev/develop01199.jpg,0 1
./image_dev/develop04505.jpg,0 1
./image_dev/develop05757.jpg,1 0
./image_dev/develop04249.jpg,0 1
./image_dev/develop03036.jpg,0 1
./image_dev/develop05869.jpg,1 0
./image_dev/develop06381.jpg,0 1
./image_dev/develop02854.jpg,0 1
./image_dev/develop02373.jpg,1 0
./image_dev/develop06184.jpg,0 1
./image_dev/develop01110.jpg,0 1
./image_dev/develop05849.jpg,1 0
./image_dev/develop04460.jpg,0 1
./image_dev/develop02904.jpg,0 1
./image_dev/develop01190.jpg,0 1
./image_dev/develop02365.jpg,0 1
./image_dev/develop05613.jpg,0 1
./image_dev/develop01319.jpg,0 1
./image_dev/develop04254.jpg,0 1
./image_dev/develop04432.jpg,0 1
./image_dev/develop05487.jpg,1 0
./image_dev/develop00236.jpg,1 0
./image_dev/develop04441.jpg,0 1
./image_dev/develop03011.jpg,0 1
./image_dev/develop06126.jpg,0 1
./image_dev/develop04450.jpg,0 1
./image_dev/develop03726.jpg,0 1
./image_dev/develop03623.jpg,0 1
./image_dev/develop01191.jpg,0 1
./image_dev/develop01382.jpg,1 0
./image_dev/develop02873.jpg,0 1
./image_dev/develop06231.jpg,0 1
./image_dev/develop04316.jpg,0 1
./image_dev/develop05572.jpg,0 1
./image_dev/develop02520.jpg,0 1
./image_dev/develop04757.jpg,1 0
./image_dev/develop05627.jpg,0 1
./image_dev/develop04172.jpg,0 1
./image_dev/develop04232.jpg,0 1
./image_dev/develop04323.jpg,0 1
./image_dev/develop03344.jpg,0 1
./image_dev/develop01092.jpg,0 1
./image_dev/develop01462.jpg,0 1
./image_dev/develop03194.jpg,0 1
./image_dev/develop01448.jpg,0 1
./image_dev/develop03059.jpg,0 1
./image_dev/develop01006.jpg,0 1
./image_dev/develop02590.jpg,1 0
./image_dev/develop02000.jpg,0 1
./image_dev/develop03827.jpg,0 1
./image_dev/develop05739.jpg,1 0
./image_dev/develop02966.jpg,0 1
./image_dev/develop04786.jpg,1 0
./image_dev/develop01433.jpg,0 1
./image_dev/develop04515.jpg,0 1
./image_dev/develop03569.jpg,0 1
./image_dev/develop03640.jpg,0 1
./image_dev/develop06317.jpg,0 1
./image_dev/develop03201.jpg,0 1
./image_dev/develop04816.jpg,1 0
./image_dev/develop00759.jpg,0 1
./image_dev/develop04226.jpg,0 1
./image_dev/develop06112.jpg,0 1
./image_dev/develop00800.jpg,0 1
./image_dev/develop04684.jpg,0 1
./image_dev/develop03271.jpg,1 0
./image_dev/develop03638.jpg,0 1
./image_dev/develop05625.jpg,0 1
./image_dev/develop05731.jpg,1 0
./image_dev/develop03233.jpg,0 1
./image_dev/develop01283.jpg,0 1
./image_dev/develop03956.jpg,1 0
./image_dev/develop04158.jpg,0 1
./image_dev/develop04690.jpg,0 1
./image_dev/develop03150.jpg,0 1
./image_dev/develop03086.jpg,0 1
./image_dev/develop03667.jpg,0 1
./image_dev/develop02989.jpg,0 1
./image_dev/develop01098.jpg,0 1
./image_dev/develop04958.jpg,0 1
./image_dev/develop06191.jpg,0 1
./image_dev/develop05817.jpg,0 1
./image_dev/develop01003.jpg,0 1
./image_dev/develop03895.jpg,1 0
./image_dev/develop04821.jpg,1 0
./image_dev/develop02379.jpg,0 1
./image_dev/develop03876.jpg,1 0
./image_dev/develop00210.jpg,1 0
./image_dev/develop01873.jpg,1 0
./image_dev/develop02909.jpg,0 1
./image_dev/develop02892.jpg,0 1
./image_dev/develop00393.jpg,0 1
./image_dev/develop03290.jpg,1 0
./image_dev/develop06117.jpg,0 1
./image_dev/develop01240.jpg,0 1
./image_dev/develop02632.jpg,0 1
./image_dev/develop04815.jpg,1 0
./image_dev/develop00213.jpg,1 0
./image_dev/develop02885.jpg,0 1
./image_dev/develop04230.jpg,0 1
./image_dev/develop04603.jpg,0 1
./image_dev/develop03294.jpg,1 0
./image_dev/develop03633.jpg,0 1
./image_dev/develop03039.jpg,0 1
./image_dev/develop04805.jpg,1 0
./image_dev/develop05804.jpg,0 1
./image_dev/develop04228.jpg,0 1
./image_dev/develop04218.jpg,0 1
./image_dev/develop02571.jpg,1 0
./image_dev/develop06333.jpg,0 1
./image_dev/develop04833.jpg,1 0
./image_dev/develop03668.jpg,0 1
./image_dev/develop03770.jpg,0 1
./image_dev/develop02845.jpg,0 1
./image_dev/develop03043.jpg,0 1
./image_dev/develop00783.jpg,0 1
./image_dev/develop00043.jpg,0 1
./image_dev/develop03132.jpg,0 1
./image_dev/develop03018.jpg,0 1
./image_dev/develop04208.jpg,0 1
./image_dev/develop01936.jpg,1 0
./image_dev/develop00398.jpg,0 1
./image_dev/develop03629.jpg,0 1
./image_dev/develop04641.jpg,0 1
./image_dev/develop00276.jpg,0 1
./image_dev/develop03074.jpg,0 1
./image_dev/develop04352.jpg,0 1
./image_dev/develop04847.jpg,1 0
./image_dev/develop04244.jpg,0 1
./image_dev/develop05794.jpg,0 1
./image_dev/develop04155.jpg,0 1
./image_dev/develop00005.jpg,0 1
./image_dev/develop01182.jpg,0 1
./image_dev/develop01413.jpg,0 1
./image_dev/develop04559.jpg,0 1
./image_dev/develop01979.jpg,1 0
./image_dev/develop04645.jpg,0 1
./image_dev/develop03691.jpg,0 1
./image_dev/develop01766.jpg,0 1
./image_dev/develop04755.jpg,1 0
./image_dev/develop02595.jpg,1 0
./image_dev/develop00406.jpg,0 1
./image_dev/develop06188.jpg,0 1
./image_dev/develop03315.jpg,1 0
./image_dev/develop00247.jpg,0 1
./image_dev/develop05590.jpg,0 1
./image_dev/develop00222.jpg,1 0
./image_dev/develop06082.jpg,0 1
./image_dev/develop03795.jpg,0 1
./image_dev/develop03284.jpg,1 0
./image_dev/develop01163.jpg,0 1
./image_dev/develop04812.jpg,1 0
./image_dev/develop01308.jpg,0 1
./image_dev/develop03759.jpg,0 1
./image_dev/develop01408.jpg,0 1
./image_dev/develop03112.jpg,0 1
./image_dev/develop01100.jpg,0 1
./image_dev/develop03819.jpg,0 1
./image_dev/develop04235.jpg,0 1
./image_dev/develop01940.jpg,1 0
./image_dev/develop01201.jpg,0 1
./image_dev/develop01461.jpg,0 1
./image_dev/develop01328.jpg,0 1
./image_dev/develop04869.jpg,1 0
./image_dev/develop04811.jpg,1 0
./image_dev/develop05776.jpg,1 0
./image_dev/develop00856.jpg,0 1
./image_dev/develop05765.jpg,1 0
./image_dev/develop00663.jpg,0 1
./image_dev/develop06195.jpg,0 1
./image_dev/develop04846.jpg,1 0
./image_dev/develop04485.jpg,0 1
./image_dev/develop02232.jpg,0 1
./image_dev/develop00277.jpg,0 1
./image_dev/develop02544.jpg,0 1
./image_dev/develop05696.jpg,0 1
./image_dev/develop04671.jpg,0 1
./image_dev/develop05489.jpg,1 0
./image_dev/develop04533.jpg,0 1
./image_dev/develop06041.jpg,0 1
./image_dev/develop02855.jpg,0 1
./image_dev/develop01819.jpg,0 1
./image_dev/develop01780.jpg,1 0
./image_dev/develop02570.jpg,1 0
./image_dev/develop05781.jpg,1 0
./image_dev/develop04716.jpg,0 1
./image_dev/develop04237.jpg,0 1
./image_dev/develop01801.jpg,0 1
./image_dev/develop03125.jpg,0 1
./image_dev/develop00846.jpg,0 1
./image_dev/develop03943.jpg,0 1
./image_dev/develop02255.jpg,0 1
./image_dev/develop02311.jpg,0 1
./image_dev/develop03777.jpg,0 1
./image_dev/develop02920.jpg,0 1
./image_dev/develop00148.jpg,1 0
./image_dev/develop02455.jpg,1 0
./image_dev/develop03105.jpg,0 1
./image_dev/develop00300.jpg,0 1
./image_dev/develop02467.jpg,0 1
./image_dev/develop00351.jpg,1 0
./image_dev/develop01966.jpg,1 0
./image_dev/develop03207.jpg,0 1
./image_dev/develop01323.jpg,0 1
./image_dev/develop04921.jpg,0 1
./image_dev/develop06055.jpg,0 1
./image_dev/develop05462.jpg,0 1
./image_dev/develop01710.jpg,1 0
./image_dev/develop00813.jpg,1 0
./image_dev/develop03807.jpg,0 1
./image_dev/develop01386.jpg,1 0
./image_dev/develop01880.jpg,0 1
./image_dev/develop03211.jpg,0 1
./image_dev/develop04421.jpg,0 1
./image_dev/develop03286.jpg,1 0
./image_dev/develop02424.jpg,0 1
./image_dev/develop03753.jpg,0 1
./image_dev/develop00860.jpg,0 1
./image_dev/develop06161.jpg,0 1
./image_dev/develop01788.jpg,1 0
./image_dev/develop04513.jpg,0 1
./image_dev/develop01794.jpg,1 0
./image_dev/develop04225.jpg,0 1
./image_dev/develop03119.jpg,0 1
./image_dev/develop05820.jpg,0 1
./image_dev/develop01171.jpg,0 1
./image_dev/develop01269.jpg,0 1
./image_dev/develop00062.jpg,0 1
./image_dev/develop02919.jpg,0 1
./image_dev/develop04438.jpg,0 1
./image_dev/develop00038.jpg,0 1
./image_dev/develop02542.jpg,0 1
./image_dev/develop04394.jpg,0 1
./image_dev/develop02223.jpg,0 1
./image_dev/develop02001.jpg,0 1
./image_dev/develop06093.jpg,0 1
./image_dev/develop03265.jpg,1 0
./image_dev/develop03782.jpg,0 1
./image_dev/develop05810.jpg,0 1
./image_dev/develop02406.jpg,0 1
./image_dev/develop04168.jpg,0 1
./image_dev/develop03040.jpg,0 1
./image_dev/develop04675.jpg,0 1
./image_dev/develop00716.jpg,0 1
./image_dev/develop04749.jpg,0 1
./image_dev/develop03247.jpg,0 1
./image_dev/develop01913.jpg,0 1
./image_dev/develop02639.jpg,0 1
./image_dev/develop01821.jpg,0 1
./image_dev/develop03237.jpg,0 1
./image_dev/develop01195.jpg,0 1
./image_dev/develop03279.jpg,1 0
./image_dev/develop04278.jpg,0 1
./image_dev/develop04814.jpg,1 0
./image_dev/develop04852.jpg,1 0
./image_dev/develop03328.jpg,1 0
./image_dev/develop04996.jpg,1 0
./image_dev/develop00784.jpg,0 1
./image_dev/develop06303.jpg,0 1
./image_dev/develop04388.jpg,0 1
./image_dev/develop01847.jpg,0 1
./image_dev/develop00149.jpg,0 1
./image_dev/develop04876.jpg,0 1
./image_dev/develop05592.jpg,0 1
./image_dev/develop04454.jpg,0 1
./image_dev/develop04350.jpg,0 1
./image_dev/develop03179.jpg,0 1
./image_dev/develop01747.jpg,0 1
./image_dev/develop03301.jpg,1 0
./image_dev/develop03775.jpg,0 1
./image_dev/develop00113.jpg,1 0
./image_dev/develop01840.jpg,0 1
./image_dev/develop01399.jpg,0 1
./image_dev/develop06084.jpg,0 1
./image_dev/develop03002.jpg,0 1
./image_dev/develop01903.jpg,0 1
./image_dev/develop04661.jpg,0 1
./image_dev/develop01803.jpg,0 1
./image_dev/develop00359.jpg,1 0
./image_dev/develop06133.jpg,0 1
./image_dev/develop03234.jpg,0 1
./image_dev/develop05471.jpg,1 0
./image_dev/develop01140.jpg,0 1
./image_dev/develop02593.jpg,1 0
./image_dev/develop00687.jpg,0 1
./image_dev/develop01287.jpg,0 1
./image_dev/develop00275.jpg,0 1
./image_dev/develop00329.jpg,1 0
./image_dev/develop02950.jpg,0 1
./image_dev/develop05641.jpg,0 1
./image_dev/develop03191.jpg,0 1
./image_dev/develop03916.jpg,1 0
./image_dev/develop02545.jpg,1 0
./image_dev/develop02425.jpg,0 1
./image_dev/develop03175.jpg,0 1
./image_dev/develop02407.jpg,0 1
./image_dev/develop00397.jpg,0 1
./image_dev/develop00268.jpg,0 1
./image_dev/develop03824.jpg,0 1
./image_dev/develop03814.jpg,0 1
./image_dev/develop00133.jpg,1 0
./image_dev/develop00116.jpg,0 1
./image_dev/develop04463.jpg,0 1
./image_dev/develop01075.jpg,0 1
./image_dev/develop04293.jpg,0 1
./image_dev/develop01144.jpg,0 1
./image_dev/develop05832.jpg,1 0
./image_dev/develop03910.jpg,1 0
./image_dev/develop02442.jpg,0 1
./image_dev/develop04482.jpg,0 1
./image_dev/develop00809.jpg,1 0
./image_dev/develop06123.jpg,0 1
./image_dev/develop00012.jpg,1 0
./image_dev/develop02480.jpg,0 1
./image_dev/develop01222.jpg,0 1
./image_dev/develop00844.jpg,0 1
./image_dev/develop05597.jpg,0 1
./image_dev/develop03830.jpg,0 1
./image_dev/develop02579.jpg,1 0
./image_dev/develop03077.jpg,0 1
./image_dev/develop01737.jpg,1 0
./image_dev/develop03744.jpg,0 1
./image_dev/develop00696.jpg,0 1
./image_dev/develop01754.jpg,0 1
./image_dev/develop04733.jpg,0 1
./image_dev/develop06331.jpg,0 1
./image_dev/develop02863.jpg,0 1
./image_dev/develop03606.jpg,0 1
./image_dev/develop04602.jpg,0 1
./image_dev/develop01119.jpg,0 1
./image_dev/develop00782.jpg,0 1
./image_dev/develop00727.jpg,0 1
./image_dev/develop01108.jpg,0 1
./image_dev/develop01096.jpg,0 1
./image_dev/develop04672.jpg,0 1
./image_dev/develop02484.jpg,0 1
./image_dev/develop00826.jpg,1 0
./image_dev/develop06385.jpg,0 1
./image_dev/develop01951.jpg,1 0
./image_dev/develop02894.jpg,0 1
./image_dev/develop01420.jpg,0 1
./image_dev/develop03044.jpg,0 1
./image_dev/develop03688.jpg,0 1
./image_dev/develop04159.jpg,0 1
./image_dev/develop04181.jpg,0 1
./image_dev/develop03351.jpg,0 1
./image_dev/develop01125.jpg,0 1
./image_dev/develop01431.jpg,0 1
./image_dev/develop03771.jpg,0 1
./image_dev/develop03013.jpg,0 1
./image_dev/develop02398.jpg,0 1
./image_dev/develop03866.jpg,1 0
./image_dev/develop02864.jpg,0 1
./image_dev/develop03123.jpg,0 1
./image_dev/develop03602.jpg,0 1
./image_dev/develop03940.jpg,0 1
./image_dev/develop04286.jpg,0 1
./image_dev/develop00665.jpg,0 1
./image_dev/develop04157.jpg,0 1
./image_dev/develop06286.jpg,0 1
./image_dev/develop00177.jpg,0 1
./image_dev/develop06173.jpg,0 1
./image_dev/develop00256.jpg,0 1
./image_dev/develop00203.jpg,0 1
./image_dev/develop03087.jpg,0 1
./image_dev/develop01338.jpg,1 0
./image_dev/develop02965.jpg,0 1
./image_dev/develop04834.jpg,1 0
./image_dev/develop03070.jpg,0 1
./image_dev/develop04164.jpg,0 1
./image_dev/develop04624.jpg,1 0
./image_dev/develop02906.jpg,0 1
./image_dev/develop06388.jpg,0 1
./image_dev/develop02299.jpg,0 1
./image_dev/develop05717.jpg,0 1
./image_dev/develop00232.jpg,1 0
./image_dev/develop04978.jpg,0 1
./image_dev/develop00255.jpg,0 1
./image_dev/develop06313.jpg,0 1
./image_dev/develop00371.jpg,1 0
./image_dev/develop02356.jpg,0 1
./image_dev/develop04570.jpg,0 1
./image_dev/develop03905.jpg,1 0
./image_dev/develop00807.jpg,1 0
./image_dev/develop02486.jpg,0 1
./image_dev/develop05606.jpg,0 1
./image_dev/develop04314.jpg,0 1
./image_dev/develop04549.jpg,0 1
./image_dev/develop00189.jpg,0 1
./image_dev/develop04767.jpg,1 0
./image_dev/develop04464.jpg,0 1
./image_dev/develop04778.jpg,1 0
./image_dev/develop04207.jpg,0 1
./image_dev/develop06156.jpg,0 1
./image_dev/develop03712.jpg,0 1
./image_dev/develop02362.jpg,0 1
./image_dev/develop01875.jpg,1 0
./image_dev/develop00030.jpg,1 0
./image_dev/develop00131.jpg,1 0
./image_dev/develop02506.jpg,0 1
./image_dev/develop05793.jpg,0 1
./image_dev/develop03004.jpg,0 1
./image_dev/develop01921.jpg,0 1
./image_dev/develop01845.jpg,0 1
./image_dev/develop06364.jpg,0 1
./image_dev/develop01750.jpg,0 1
./image_dev/develop00261.jpg,0 1
./image_dev/develop01701.jpg,1 0
./image_dev/develop01185.jpg,0 1
./image_dev/develop04697.jpg,0 1
./image_dev/develop04402.jpg,0 1
./image_dev/develop00357.jpg,1 0
./image_dev/develop04955.jpg,0 1
./image_dev/develop01158.jpg,0 1
./image_dev/develop05617.jpg,0 1
./image_dev/develop01967.jpg,0 1
./image_dev/develop01131.jpg,0 1
./image_dev/develop04543.jpg,0 1
./image_dev/develop04297.jpg,0 1
./image_dev/develop05501.jpg,1 0
./image_dev/develop02509.jpg,0 1
./image_dev/develop00126.jpg,1 0
./image_dev/develop01807.jpg,0 1
./image_dev/develop04826.jpg,1 0
./image_dev/develop00251.jpg,1 0
./image_dev/develop02962.jpg,0 1
./image_dev/develop02483.jpg,0 1
./image_dev/develop00772.jpg,0 1
./image_dev/develop03931.jpg,0 1
./image_dev/develop00808.jpg,0 1
./image_dev/develop02025.jpg,0 1
./image_dev/develop04160.jpg,0 1
./image_dev/develop06371.jpg,0 1
./image_dev/develop03349.jpg,0 1
./image_dev/develop04428.jpg,0 1
./image_dev/develop02326.jpg,0 1
./image_dev/develop00641.jpg,0 1
./image_dev/develop06096.jpg,0 1
./image_dev/develop01441.jpg,0 1
./image_dev/develop00708.jpg,0 1
./image_dev/develop01137.jpg,0 1
./image_dev/develop01769.jpg,0 1
./image_dev/develop00188.jpg,0 1
./image_dev/develop02434.jpg,0 1
./image_dev/develop03794.jpg,0 1
./image_dev/develop05561.jpg,1 0
./image_dev/develop00995.jpg,1 0
./image_dev/develop01206.jpg,0 1
./image_dev/develop00723.jpg,0 1
./image_dev/develop01291.jpg,0 1
./image_dev/develop03627.jpg,0 1
./image_dev/develop03143.jpg,0 1
./image_dev/develop03885.jpg,1 0
./image_dev/develop04835.jpg,1 0
./image_dev/develop03254.jpg,0 1
./image_dev/develop02013.jpg,0 1
./image_dev/develop04910.jpg,0 1
./image_dev/develop04903.jpg,0 1
./image_dev/develop05711.jpg,0 1
./image_dev/develop01149.jpg,0 1
./image_dev/develop01442.jpg,0 1
./image_dev/develop06104.jpg,0 1
./image_dev/develop03925.jpg,0 1
./image_dev/develop04326.jpg,0 1
./image_dev/develop00731.jpg,0 1
./image_dev/develop01866.jpg,1 0
./image_dev/develop01048.jpg,0 1
./image_dev/develop01029.jpg,0 1
./image_dev/develop04779.jpg,1 0
./image_dev/develop03308.jpg,1 0
./image_dev/develop02925.jpg,0 1
./image_dev/develop04211.jpg,0 1
./image_dev/develop02036.jpg,1 0
./image_dev/develop02331.jpg,0 1
./image_dev/develop00064.jpg,0 1
./image_dev/develop05829.jpg,1 0
./image_dev/develop00688.jpg,0 1
./image_dev/develop04937.jpg,0 1
./image_dev/develop00198.jpg,0 1
./image_dev/develop03321.jpg,0 1
./image_dev/develop03812.jpg,0 1
./image_dev/develop00059.jpg,1 0
./image_dev/develop00298.jpg,0 1
./image_dev/develop01927.jpg,0 1
./image_dev/develop06114.jpg,0 1
./image_dev/develop05842.jpg,1 0
./image_dev/develop06386.jpg,0 1
./image_dev/develop00649.jpg,0 1
./image_dev/develop03273.jpg,1 0
./image_dev/develop00376.jpg,1 0
./image_dev/develop01197.jpg,0 1
./image_dev/develop03331.jpg,1 0
./image_dev/develop03226.jpg,0 1
./image_dev/develop06376.jpg,0 1
